ticker,sector,industry
JHS,Financial Services,Asset Management
JHX,Basic Materials,Building Materials
JILL,Consumer Cyclical,Apparel Retail
JJSF,Consumer Defensive,Packaged Foods
JKHY,Technology,Information Technology Services
JKS,Technology,Solar
JL,Consumer Cyclical,Apparel Manufacturing
JLHL,Industrials,Building Products & Equipment
JLL,Real Estate,Real Estate Services
JLS,Financial Services,Asset Management
JMIA,Consumer Cyclical,Internet Retail
JMM,Financial Services,Asset Management
JMSB,Financial Services,Banks - Regional
JNJ,Healthcare,Drug Manufacturers - General
JOB,Industrials,Staffing & Employment Services
JOBY,Industrials,Airports & Air Services
JOE,Real Estate,Real Estate - Diversified
JOF,Financial Services,Asset Management
JOUT,Consumer Cyclical,Leisure
JOYY,Communication Services,Internet Content & Information
JPC,Financial Services,Asset Management
JPI,Financial Services,Asset Management
JPM,Financial Services,Banks - Diversified
JQC,Financial Services,Asset Management
JRI,Financial Services,Asset Management
JRS,Financial Services,Asset Management
JRSH,Consumer Cyclical,Apparel Manufacturing
JRVR,Financial Services,Insurance - Specialty
JSM,,
JSPR,Healthcare,Biotechnology
JTAI,Technology,Software - Application
JUNS,Healthcare,Biotechnology
JVA,Consumer Defensive,Packaged Foods
JWEL,Consumer Cyclical,Internet Retail
JXG,Consumer Cyclical,Apparel Manufacturing
JXN,Financial Services,Insurance - Life
JYD,Industrials,Integrated Freight & Logistics
JYNT,Healthcare,Medical Care Facilities
JZ,Technology,Information Technology Services
JZXN,Consumer Cyclical,Auto & Truck Dealerships
K,Consumer Defensive,Packaged Foods
KAI,Industrials,Specialty Industrial Machinery
KALA,Healthcare,Biotechnology
KALU,Basic Materials,Aluminum
KALV,Healthcare,Biotechnology
KAPA,Healthcare,Biotechnology
KAR,Consumer Cyclical,Auto & Truck Dealerships
KARO,Technology,Software - Application
KAVL,Consumer Defensive,Tobacco
KB,Financial Services,Banks - Regional
KBDC,Financial Services,Asset Management
KBH,Consumer Cyclical,Residential Construction
KBR,Industrials,Engineering & Construction
KBSX,Basic Materials,Steel
KC,Technology,Software - Application
KCHV,,
KD,Technology,Information Technology Services
KDP,Consumer Defensive,Beverages - Non-Alcoholic
KE,Industrials,Electrical Equipment & Parts
KELYA,Industrials,Staffing & Employment Services
KEN,Utilities,Utilities - Independent Power Producers
KEP,Utilities,Utilities - Regulated Electric
KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
KEX,Industrials,Marine Shipping
KEY,Financial Services,Banks - Regional
KEYS,Technology,Scientific & Technical Instruments
KF,Financial Services,Asset Management
KFFB,Financial Services,Banks - Regional
KFII,Financial Services,Shell Companies
KFRC,Industrials,Staffing & Employment Services
KFS,Consumer Cyclical,Auto & Truck Dealerships
KFY,Industrials,Staffing & Employment Services
KG,Financial Services,Insurance Brokers
KGC,Basic Materials,Gold
KGEI,Energy,Oil & Gas E&P
KGS,Energy,Oil & Gas Equipment & Services
KHC,Consumer Defensive,Packaged Foods
KIDS,Healthcare,Medical Devices
KIDZ,Consumer Defensive,Education & Training Services
KIM,Real Estate,REIT - Retail
KINS,Financial Services,Insurance - Property & Casualty
KIO,Financial Services,Asset Management
KITT,Industrials,Aerospace & Defense
KKR,Financial Services,Asset Management
KLAC,Technology,Semiconductor Equipment & Materials
KLAR,Technology,Software - Infrastructure
KLC,Consumer Defensive,Education & Training Services
KLG,Consumer Defensive,Packaged Foods
KLIC,Technology,Semiconductor Equipment & Materials
KLRS,Healthcare,Biotechnology
KLTO,Healthcare,Biotechnology
KLTR,Technology,Software - Application
KLXE,Energy,Oil & Gas Equipment & Services
KMB,Consumer Defensive,Household & Personal Products
KMDA,Healthcare,Drug Manufacturers - Specialty & Generic
KMI,Energy,Oil & Gas Midstream
KMPR,Financial Services,Insurance - Property & Casualty
KMRK,Consumer Cyclical,Leisure
KMT,Industrials,Tools & Accessories
KMTS,Healthcare,Medical Instruments & Supplies
KMX,Consumer Cyclical,Auto & Truck Dealerships
KN,Technology,Electronic Components
KNDI,Consumer Cyclical,Recreational Vehicles
KNF,Basic Materials,Building Materials
KNOP,Energy,Oil & Gas Midstream
KNSA,Healthcare,Drug Manufacturers - Specialty & Generic
KNSL,Financial Services,Insurance - Property & Casualty
KNTK,Energy,Oil & Gas Midstream
KNX,Industrials,Trucking
KO,Consumer Defensive,Beverages - Non-Alcoholic
KOD,Healthcare,Biotechnology
KODK,Industrials,Specialty Business Services
KOF,Consumer Defensive,Beverages - Non-Alcoholic
KOP,Basic Materials,Specialty Chemicals
KOPN,Technology,Electronic Components
KORE,Communication Services,Telecom Services
KOS,Energy,Oil & Gas E&P
KOSS,Technology,Consumer Electronics
KOYNU,Financial Services,Shell Companies
KPLT,Technology,Software - Infrastructure
KPRX,Healthcare,Biotechnology
KPTI,Healthcare,Biotechnology
KR,Consumer Defensive,Grocery Stores
KRC,Real Estate,REIT - Office
KREF,Real Estate,REIT - Mortgage
KRG,Real Estate,REIT - Retail
KRKR,Communication Services,Advertising Agencies
KRMD,Healthcare,Medical Instruments & Supplies
KRMN,Industrials,Aerospace & Defense
KRNT,Industrials,Specialty Industrial Machinery
KRNY,Financial Services,Banks - Regional
KRO,Basic Materials,Specialty Chemicals
KROS,Healthcare,Biotechnology
KRP,Energy,Oil & Gas E&P
KRRO,Healthcare,Biotechnology
KRT,Consumer Cyclical,Packaging & Containers
KRUS,Consumer Cyclical,Restaurants
KRYS,Healthcare,Biotechnology
KSCP,Industrials,Security & Protection Services
KSPI,Technology,Software - Infrastructure
KSS,Consumer Cyclical,Department Stores
KT,Communication Services,Telecom Services
KTB,Consumer Cyclical,Apparel Manufacturing
KTCC,Technology,Computer Hardware
KTF,Financial Services,Asset Management
KTOS,Industrials,Aerospace & Defense
KTTA,Healthcare,Biotechnology
KUKE,Communication Services,Entertainment
KULR,Technology,Electronic Components
KURA,Healthcare,Biotechnology
KVAC,Financial Services,Shell Companies
KVHI,Communication Services,Telecom Services
KVUE,Consumer Defensive,Household & Personal Products
KVYO,Technology,Software - Infrastructure
KW,Real Estate,Real Estate Services
KWM,Communication Services,Entertainment
KWR,Basic Materials,Specialty Chemicals
KXIN,Consumer Cyclical,Auto & Truck Dealerships
KYIV,Communication Services,Telecom Services
KYMR,Healthcare,Biotechnology
KYN,Financial Services,Asset Management
KYTX,Healthcare,Biotechnology
KZIA,Healthcare,Biotechnology
KZR,Healthcare,Biotechnology
L,Financial Services,Insurance - Property & Casualty
LAB,Healthcare,Medical Devices
LAC,Basic Materials,Other Industrial Metals & Mining
LAD,Consumer Cyclical,Auto & Truck Dealerships
LADR,Real Estate,REIT - Mortgage
LAES,Technology,Semiconductors
LAKE,Consumer Cyclical,Apparel Manufacturing
LAMR,Real Estate,REIT - Specialty
LAND,Real Estate,REIT - Specialty
LANV,Consumer Cyclical,Luxury Goods
LAR,Basic Materials,Other Industrial Metals & Mining
LARK,Financial Services,Banks - Regional
LASE,Industrials,Specialty Industrial Machinery
LASR,Technology,Semiconductors
LAUR,Consumer Defensive,Education & Training Services
LAW,Technology,Software - Application
LAWR,Industrials,Consulting Services
LAZ,Financial Services,Capital Markets
LAZR,Consumer Cyclical,Auto Parts
LB,Energy,Oil & Gas Equipment & Services
LBGJ,Industrials,Specialty Industrial Machinery
LBRDA,Communication Services,Telecom Services
LBRT,Energy,Oil & Gas Equipment & Services
LBRX,Healthcare,Biotechnology
LBTYA,Communication Services,Telecom Services
LC,Financial Services,Banks - Regional
LCCC,Financial Services,Shell Companies
LCFY,Communication Services,Internet Content & Information
LCID,Consumer Cyclical,Auto Manufacturers
LCII,Consumer Cyclical,Recreational Vehicles
LCNB,Financial Services,Banks - Regional
LCTX,Healthcare,Biotechnology
LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LDI,Financial Services,Mortgage Finance
LDOS,Technology,Information Technology Services
LDP,Financial Services,Asset Management
LDWY,Communication Services,Advertising Agencies
LE,Consumer Cyclical,Apparel Retail
LEA,Consumer Cyclical,Auto Parts
LECO,Industrials,Tools & Accessories
LEDS,Technology,Semiconductors
LEE,Communication Services,Publishing
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LEGH,Consumer Cyclical,Residential Construction
LEGN,Healthcare,Biotechnology
LEGT,Financial Services,Shell Companies
LEN,Consumer Cyclical,Residential Construction
LENZ,Healthcare,Biotechnology
LEO,Financial Services,Asset Management
LESL,Consumer Cyclical,Specialty Retail
LEU,Energy,Uranium
LEVI,Consumer Cyclical,Apparel Manufacturing
LEXX,Healthcare,Biotechnology
LFCR,Healthcare,Drug Manufacturers - Specialty & Generic
LFMD,Healthcare,Health Information Services
LFST,Healthcare,Medical Care Facilities
LFT,Real Estate,REIT - Mortgage
LFUS,Technology,Electronic Components
LFVN,Consumer Defensive,Packaged Foods
LFWD,Healthcare,Medical Devices
LGCB,Consumer Cyclical,Internet Retail
LGCL,Technology,Software - Application
LGCY,Consumer Defensive,Education & Training Services
LGHL,Financial Services,Capital Markets
LGI,Financial Services,Asset Management
LGIH,Consumer Cyclical,Residential Construction
LGL,Technology,Scientific & Technical Instruments
LGN,Industrials,Engineering & Construction
LGND,Healthcare,Biotechnology
LGO,Basic Materials,Other Industrial Metals & Mining
LGPS,Industrials,Conglomerates
LGVN,Healthcare,Biotechnology
LH,Healthcare,Diagnostics & Research
LHAI,Real Estate,Real Estate Services
LHSW,Technology,Software - Infrastructure
LHX,Industrials,Aerospace & Defense
LI,Consumer Cyclical,Auto Manufacturers
LICN,Industrials,Specialty Business Services
LIDR,Technology,Software - Infrastructure
LIEN,Financial Services,Asset Management
LIF,Technology,Software - Application
LII,Industrials,Building Products & Equipment
LILA,Communication Services,Telecom Services
LIMN,Healthcare,Biotechnology
LIN,Basic Materials,Specialty Chemicals
LINC,Consumer Defensive,Education & Training Services
LIND,Consumer Cyclical,Travel Services
LINE,Real Estate,REIT - Industrial
LINK,Technology,Electronic Components
LION,,
LIQT,Industrials,Pollution & Treatment Controls
LITB,Consumer Cyclical,Apparel Manufacturing
LITE,Technology,Communication Equipment
LITM,Basic Materials,Other Industrial Metals & Mining
LITS,,
LIVE,Consumer Cyclical,Home Improvement Retail
LIVN,Healthcare,Medical Devices
LIXT,Healthcare,Biotechnology
LKFN,Financial Services,Banks - Regional
LKQ,Consumer Cyclical,Auto Parts
LLY,Healthcare,Drug Manufacturers - General
LMAT,Healthcare,Medical Instruments & Supplies
LMB,Industrials,Building Products & Equipment
LMFA,Financial Services,Credit Services
LMND,Financial Services,Insurance - Property & Casualty
LMNR,Consumer Defensive,Farm Products
LMT,Industrials,Aerospace & Defense
LNC,Financial Services,Insurance - Life
LND,Consumer Defensive,Farm Products
LNG,Energy,Oil & Gas Midstream
LNKB,Financial Services,Banks - Regional
LNKS,Industrials,Electrical Equipment & Parts
LNN,Industrials,Farm & Heavy Construction Machinery
LNSR,Healthcare,Medical Devices
LNT,Utilities,Utilities - Regulated Electric
LNTH,Healthcare,Drug Manufacturers - Specialty & Generic
LNW,Consumer Cyclical,Gambling
LNZA,Industrials,Waste Management
LOAN,Real Estate,REIT - Mortgage
LOAR,Industrials,Aerospace & Defense
LOB,Financial Services,Banks - Regional
LOBO,Consumer Cyclical,Auto Manufacturers
LOCL,Consumer Defensive,Farm Products
LOCO,Consumer Cyclical,Restaurants
LODE,Basic Materials,Other Precious Metals & Mining
LOGI,Technology,Computer Hardware
LOKV,Financial Services,Shell Companies
LOMA,Basic Materials,Building Materials
LOOP,Basic Materials,Specialty Chemicals
LOPE,Consumer Defensive,Education & Training Services
LOT,Consumer Cyclical,Auto Manufacturers
LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LOW,Consumer Cyclical,Home Improvement Retail
LPA,Real Estate,Real Estate - Development
LPAA,Financial Services,Shell Companies
LPBB,Financial Services,Shell Companies
LPCN,Healthcare,Biotechnology
LPG,Energy,Oil & Gas Midstream
LPL,Technology,Consumer Electronics
LPLA,Financial Services,Capital Markets
LPRO,Financial Services,Credit Services
LPSN,Technology,Software - Application
LPTH,Technology,Electronic Components
LPTX,Healthcare,Biotechnology
LPX,Industrials,Building Products & Equipment
LQDA,Healthcare,Biotechnology
LQDT,Consumer Cyclical,Internet Retail
LRCX,Technology,Semiconductor Equipment & Materials
LRE,Real Estate,Real Estate - Development
LRHC,Real Estate,Real Estate Services
LRMR,Healthcare,Biotechnology
LRN,Consumer Defensive,Education & Training Services
LSAK,Technology,Software - Infrastructure
LSB,Healthcare,Biotechnology
LSBK,Financial Services,Banks - Regional
LSCC,Technology,Semiconductors
LSE,Energy,Oil & Gas Equipment & Services
LSF,Consumer Defensive,Packaged Foods
LSH,Industrials,Integrated Freight & Logistics
LSPD,Technology,Software - Application
LSTA,Healthcare,Biotechnology
LSTR,Industrials,Integrated Freight & Logistics
LTBR,Industrials,Electrical Equipment & Parts
LTC,Real Estate,REIT - Healthcare Facilities
LTH,Consumer Cyclical,Leisure
LTM,Industrials,Airlines
LTRN,Healthcare,Biotechnology
LTRX,Technology,Communication Equipment
LTRYW,,
LU,Financial Services,Credit Services
LUCD,Healthcare,Medical Devices
LUCK,Consumer Cyclical,Leisure
LUCY,Healthcare,Medical Instruments & Supplies
LUD,Basic Materials,Steel
LULU,Consumer Cyclical,Apparel Retail
LUMN,Communication Services,Telecom Services
LUNG,Healthcare,Medical Devices
LUNR,Industrials,Aerospace & Defense
LUV,Industrials,Airlines
LUXE,Consumer Cyclical,Luxury Goods
LVLU,Consumer Cyclical,Apparel Retail
LVO,Communication Services,Entertainment
LVRO,Basic Materials,Agricultural Inputs
LVS,Consumer Cyclical,Resorts & Casinos
LVTX,Healthcare,Biotechnology
LVWR,Consumer Cyclical,Auto Manufacturers
LW,Consumer Defensive,Packaged Foods
LWAC,,
LWAY,Consumer Defensive,Packaged Foods
LWLG,Basic Materials,Specialty Chemicals
LX,Financial Services,Credit Services
LXEH,Consumer Defensive,Education & Training Services
LXEO,Healthcare,Biotechnology
LXFR,Industrials,Specialty Industrial Machinery
LXP,Real Estate,REIT - Industrial
LXRX,Healthcare,Biotechnology
LXU,Basic Materials,Chemicals
LYB,Basic Materials,Specialty Chemicals
LYEL,Healthcare,Biotechnology
LYFT,Technology,Software - Application
LYG,Financial Services,Banks - Regional
LYRA,Healthcare,Biotechnology
LYTS,Technology,Electronic Components
LYV,Communication Services,Entertainment
LZ,Industrials,Specialty Business Services
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LZM,Basic Materials,Other Industrial Metals & Mining
LZMH,Technology,Information Technology Services
M,Consumer Cyclical,Department Stores
MA,Financial Services,Credit Services
MAA,Real Estate,REIT - Residential
MAAS,Financial Services,Asset Management
MAC,Real Estate,REIT - Retail
MACI,Financial Services,Shell Companies
MAGH,Industrials,Engineering & Construction
MAGN,Basic Materials,Paper & Paper Products
MAIA,Healthcare,Biotechnology
MAIN,Financial Services,Asset Management
MAMA,Consumer Defensive,Packaged Foods
MAMK,Industrials,Conglomerates
MAMO,Consumer Cyclical,Recreational Vehicles
MAN,Industrials,Staffing & Employment Services
MANH,Technology,Software - Application
MANU,Communication Services,Entertainment
MAPS,Technology,Software - Application
MAR,Consumer Cyclical,Lodging
MARA,Financial Services,Capital Markets
MARPS,Energy,Oil & Gas Midstream
MAS,Industrials,Building Products & Equipment
MASI,Healthcare,Medical Devices
MASK,Technology,Software - Application
MASS,Healthcare,Medical Devices
MAT,Consumer Cyclical,Leisure
MATH,Financial Services,Capital Markets
MATV,Basic Materials,Specialty Chemicals
MATW,Industrials,Conglomerates
MATX,Industrials,Marine Shipping
MAX,Communication Services,Internet Content & Information
MAXN,Technology,Solar
MAYA,Financial Services,Shell Companies
MAYS,Real Estate,Real Estate Services
MAZE,Healthcare,Biotechnology
MB,Consumer Cyclical,Restaurants
MBAV,Financial Services,Shell Companies
MBBC,Financial Services,Banks - Regional
MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MBCN,Financial Services,Banks - Regional
MBI,Financial Services,Insurance - Specialty
MBIN,Financial Services,Banks - Regional
MBIO,Healthcare,Biotechnology
MBLY,Consumer Cyclical,Auto Parts
MBNKO,Financial Services,Banks - Regional
MBOT,Healthcare,Medical Instruments & Supplies
MBRX,Healthcare,Biotechnology
MBUU,Consumer Cyclical,Recreational Vehicles
MBVIU,Financial Services,Shell Companies
MBWM,Financial Services,Banks - Regional
MBX,Healthcare,Biotechnology
MC,Financial Services,Capital Markets
MCB,Financial Services,Banks - Regional
MCBS,Financial Services,Banks - Regional
MCD,Consumer Cyclical,Restaurants
MCFT,Consumer Cyclical,Recreational Vehicles
MCGA,,
MCHB,Financial Services,Banks - Regional
MCHP,Technology,Semiconductors
MCHX,Communication Services,Advertising Agencies
MCI,Financial Services,Asset Management
MCK,Healthcare,Medical Distribution
MCN,Financial Services,Asset Management
MCO,Financial Services,Financial Data & Stock Exchanges
MCR,Financial Services,Asset Management
MCRB,Healthcare,Biotechnology
MCRI,Consumer Cyclical,Resorts & Casinos
MCRP,Technology,Software - Infrastructure
MCS,Communication Services,Entertainment
MCTR,Communication Services,Advertising Agencies
MCW,Consumer Cyclical,Auto & Truck Dealerships
MCY,Financial Services,Insurance - Property & Casualty
MD,Healthcare,Medical Care Facilities
MDAI,Healthcare,Medical Devices
MDB,Technology,Software - Infrastructure
MDBH,Financial Services,Capital Markets
MDCX,Healthcare,Drug Manufacturers - General
MDGL,Healthcare,Biotechnology
MDIA,Communication Services,Broadcasting
MDLZ,Consumer Defensive,Confectioners
MDRR,Real Estate,REIT - Diversified
MDT,Healthcare,Medical Devices
MDU,Utilities,Utilities - Regulated Gas
MDV,Real Estate,REIT - Industrial
MDWD,Healthcare,Biotechnology
MDXG,Healthcare,Biotechnology
MDXH,Healthcare,Diagnostics & Research
MEC,Industrials,Metal Fabrication
MED,Consumer Cyclical,Personal Services
MEDP,Healthcare,Diagnostics & Research
MEG,Industrials,Waste Management
MEGI,Financial Services,Asset Management
MEGL,Financial Services,Capital Markets
MEI,Technology,Electronic Components
MELI,Consumer Cyclical,Internet Retail
MENS,Healthcare,Biotechnology
MEOH,Basic Materials,Chemicals
MERC,Basic Materials,Paper & Paper Products
MESA,Industrials,Airlines
MESO,Healthcare,Biotechnology
MET,Financial Services,Insurance - Life
META,Communication Services,Internet Content & Information
METC,Basic Materials,Coking Coal
MFA,Real Estate,REIT - Mortgage
MFC,Financial Services,Insurance - Life
MFG,Financial Services,Banks - Regional
MFH,Technology,Information Technology Services
MFI,Technology,Software - Application
MFIC,Financial Services,Asset Management
MFIN,Financial Services,Credit Services
MFM,Financial Services,Asset Management
MG,Industrials,Security & Protection Services
MGA,Consumer Cyclical,Auto Parts
MGEE,Utilities,Utilities - Regulated Electric
MGF,Financial Services,Asset Management
MGIC,Technology,Information Technology Services
MGIH,Consumer Cyclical,Packaging & Containers
MGLD,Financial Services,Asset Management
MGM,Consumer Cyclical,Resorts & Casinos
MGNI,Communication Services,Advertising Agencies
MGNX,Healthcare,Biotechnology
MGPI,Consumer Defensive,Beverages - Wineries & Distilleries
MGRC,Industrials,Rental & Leasing Services
MGRM,Healthcare,Medical Devices
MGRT,Technology,Information Technology Services
MGRX,Healthcare,Health Information Services
MGTX,Healthcare,Biotechnology
MGX,Healthcare,Biotechnology
MGY,Energy,Oil & Gas E&P
MGYR,Financial Services,Banks - Regional
MH,Consumer Defensive,Education & Training Services
MHD,Financial Services,Asset Management
MHF,Financial Services,Asset Management
MHH,Industrials,Staffing & Employment Services
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MHN,Financial Services,Asset Management
MHO,Consumer Cyclical,Residential Construction
MHUA,Healthcare,Medical Instruments & Supplies
MI,Consumer Cyclical,Internet Retail
MIAX,Financial Services,Capital Markets
MIDD,Industrials,Specialty Industrial Machinery
MIGI,Financial Services,Capital Markets
MIMI,Industrials,Engineering & Construction
MIN,Financial Services,Asset Management
MIND,Technology,Scientific & Technical Instruments
MIR,Industrials,Specialty Industrial Machinery
MIRA,Healthcare,Drug Manufacturers - General
MIRM,Healthcare,Biotechnology
MIST,Healthcare,Biotechnology
MITK,Technology,Software - Application
MITQ,Technology,Communication Equipment
MITT,Real Estate,REIT - Mortgage
MIY,Financial Services,Asset Management
MJID,Consumer Cyclical,Textile Manufacturing
MKC,Consumer Defensive,Packaged Foods
MKDW,,
MKL,Financial Services,Insurance - Property & Casualty
MKLYU,Financial Services,Shell Companies
MKSI,Technology,Scientific & Technical Instruments
MKTW,Financial Services,Financial Data & Stock Exchanges
MKTX,Financial Services,Capital Markets
MKZR,Real Estate,REIT - Diversified
MLAB,Technology,Scientific & Technical Instruments
MLAC,,
MLCI,,
MLCO,Consumer Cyclical,Resorts & Casinos
MLEC,Healthcare,Biotechnology
MLGO,Technology,Software - Infrastructure
MLI,Industrials,Metal Fabrication
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MLM,Basic Materials,Building Materials
MLNK,Technology,Software - Application
MLP,Real Estate,Real Estate Services
MLR,Consumer Cyclical,Auto Parts
MLSS,Healthcare,Medical Instruments & Supplies
MLTX,Healthcare,Biotechnology
MLYS,Healthcare,Biotechnology
MMA,Consumer Cyclical,Leisure
MMC,Financial Services,Insurance Brokers
MMD,Financial Services,Asset Management
MMI,Real Estate,Real Estate Services
MMLP,Energy,Oil & Gas Midstream
MMM,Industrials,Conglomerates
MMS,Industrials,Specialty Business Services
MMSI,Healthcare,Medical Instruments & Supplies
MMT,Financial Services,Asset Management
MMU,Financial Services,Asset Management
MMYT,Consumer Cyclical,Travel Services
MNDO,Technology,Software - Application
MNDR,Healthcare,Health Information Services
MNDY,Technology,Software - Application
MNKD,Healthcare,Biotechnology
MNMD,Healthcare,Biotechnology
MNOV,Healthcare,Biotechnology
MNPR,Healthcare,Biotechnology
MNR,Energy,Oil & Gas E&P
MNRO,Consumer Cyclical,Auto Parts
MNSB,Financial Services,Banks - Regional
MNSO,Consumer Cyclical,Specialty Retail
MNST,Consumer Defensive,Beverages - Non-Alcoholic
MNTK,Basic Materials,Specialty Chemicals
MNTN,Technology,Software - Application
MNTS,Industrials,Aerospace & Defense
MNY,Communication Services,Internet Content & Information
MO,Consumer Defensive,Tobacco
MOB,Industrials,Aerospace & Defense
MOBX,Technology,Semiconductors
MOD,Consumer Cyclical,Auto Parts
MODD,Healthcare,Medical Devices
MODG,Consumer Cyclical,Leisure
MOFG,Financial Services,Banks - Regional
MOGO,Technology,Software - Infrastructure
MOGU,Consumer Cyclical,Internet Retail
MOH,Healthcare,Healthcare Plans
MOLN,Healthcare,Biotechnology
MOMO,Communication Services,Internet Content & Information
MORN,Financial Services,Financial Data & Stock Exchanges
MOS,Basic Materials,Agricultural Inputs
MOV,Consumer Cyclical,Luxury Goods
MOVE,Healthcare,Medical Devices
MP,Basic Materials,Other Industrial Metals & Mining
MPA,Financial Services,Asset Management
MPAA,Consumer Cyclical,Auto Parts
MPB,Financial Services,Banks - Regional
MPC,Energy,Oil & Gas Refining & Marketing
MPLX,Energy,Oil & Gas Midstream
MPTI,Technology,Electronic Components
MPU,Communication Services,Entertainment
MPV,Financial Services,Asset Management
MPW,Real Estate,REIT - Healthcare Facilities
MPWR,Technology,Semiconductors
MPX,Consumer Cyclical,Recreational Vehicles
MQ,Technology,Software - Infrastructure
MQT,Financial Services,Asset Management
MQY,Financial Services,Asset Management
MRAM,Technology,Semiconductors
MRBK,Financial Services,Banks - Regional
MRC,Energy,Oil & Gas Equipment & Services
MRCC,Financial Services,Asset Management
MRCY,Industrials,Aerospace & Defense
MREO,Healthcare,Biotechnology
MRK,Healthcare,Drug Manufacturers - General
MRKR,Healthcare,Biotechnology
MRM,Consumer Cyclical,Personal Services
MRNA,Healthcare,Biotechnology
MRNO,Real Estate,Real Estate - Development
MRP,Real Estate,REIT - Residential
MRSN,Healthcare,Biotechnology
MRT,Technology,Software - Application
MRTN,Industrials,Trucking
MRUS,Healthcare,Biotechnology
MRVI,Healthcare,Biotechnology
MRVL,Technology,Semiconductors
MRX,Financial Services,Capital Markets
MS,Financial Services,Capital Markets
MSA,Industrials,Security & Protection Services
MSAI,Technology,Software - Infrastructure
MSB,Basic Materials,Steel
MSBI,Financial Services,Banks - Regional
MSC,Consumer Cyclical,Resorts & Casinos
MSCI,Financial Services,Financial Data & Stock Exchanges
MSD,Financial Services,Asset Management
MSDL,Financial Services,Asset Management
MSEX,Utilities,Utilities - Regulated Water
MSFT,Technology,Software - Infrastructure
MSGE,Consumer Cyclical,Leisure
MSGM,Communication Services,Electronic Gaming & Multimedia
MSGS,Communication Services,Entertainment
MSGY,Industrials,Engineering & Construction
MSI,Technology,Communication Equipment
MSIF,Financial Services,Asset Management
MSM,Industrials,Industrial Distribution
MSN,Technology,Consumer Electronics
MSPR,Healthcare,Health Information Services
MSS,Consumer Defensive,Grocery Stores
MSTR,Technology,Software - Application
MSW,Industrials,Engineering & Construction
MT,Basic Materials,Steel
MTA,Basic Materials,Other Precious Metals & Mining
MTAL,Basic Materials,Copper
MTB,Financial Services,Banks - Regional
MTC,Technology,Software - Application
MTCH,Communication Services,Internet Content & Information
MTD,Healthcare,Diagnostics & Research
MTDR,Energy,Oil & Gas E&P
MTEK,Technology,Electronic Components
MTEN,Industrials,Metal Fabrication
MTEX,Consumer Defensive,Food Distribution
MTG,Financial Services,Insurance - Specialty
MTH,Consumer Cyclical,Residential Construction
MTLS,Technology,Software - Application
MTN,Consumer Cyclical,Resorts & Casinos
MTNB,Healthcare,Biotechnology
MTR,Energy,Oil & Gas E&P
MTRN,Basic Materials,Other Industrial Metals & Mining
MTRX,Industrials,Engineering & Construction
MTSI,Technology,Semiconductors
MTSR,Healthcare,Biotechnology
MTUS,Basic Materials,Steel
MTVA,Healthcare,Biotechnology
MTW,Industrials,Farm & Heavy Construction Machinery
MTX,Basic Materials,Specialty Chemicals
MTZ,Industrials,Engineering & Construction
MU,Technology,Semiconductors
MUA,Financial Services,Asset Management
MUC,Financial Services,Asset Management
MUE,Financial Services,Asset Management
MUFG,Financial Services,Banks - Diversified
MUJ,Financial Services,Asset Management
MUR,Energy,Oil & Gas E&P
MURA,Healthcare,Biotechnology
MUSA,Consumer Cyclical,Specialty Retail
MUX,Basic Materials,Other Precious Metals & Mining
MVBF,Financial Services,Banks - Regional
MVF,Financial Services,Asset Management
MVIS,Technology,Scientific & Technical Instruments
MVO,Energy,Oil & Gas E&P
MVST,Consumer Cyclical,Auto Parts
MVT,Financial Services,Asset Management
MWA,Industrials,Specialty Industrial Machinery
MWG,Industrials,Rental & Leasing Services
MWYN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MX,Technology,Semiconductors
MXC,Energy,Oil & Gas E&P
MXCT,Healthcare,Medical Devices
MXE,Financial Services,Asset Management
MXF,Financial Services,Asset Management
MXL,Technology,Semiconductors
MYD,Financial Services,Asset Management
MYE,Consumer Cyclical,Packaging & Containers
MYFW,Financial Services,Banks - Regional
MYGN,Healthcare,Diagnostics & Research
MYI,Financial Services,Asset Management
MYN,Financial Services,Asset Management
MYND,Consumer Defensive,Education & Training Services
MYNZ,Healthcare,Diagnostics & Research
MYO,Healthcare,Medical Devices
MYPS,Communication Services,Electronic Gaming & Multimedia
MYRG,Industrials,Engineering & Construction
MYSE,Technology,Software - Application
MYSZ,Technology,Software - Application
MZTI,Consumer Defensive,Packaged Foods
NA,Technology,Semiconductors
NAAS,Consumer Cyclical,Specialty Retail
NABL,Technology,Information Technology Services
NAC,Financial Services,Asset Management
NAD,Financial Services,Asset Management
NAGE,Healthcare,Biotechnology
NAII,Consumer Defensive,Packaged Foods
NAK,Basic Materials,Other Industrial Metals & Mining
NAKA,Healthcare,Medical Care Facilities
NAMI,Communication Services,Internet Content & Information
NAMM,Basic Materials,Gold
NAMS,Healthcare,Biotechnology
NAN,Financial Services,Asset Management
